produto,categoria,estoque_inicial,vendas_do_mes,custo_unitario,preco_venda
Tijolo Industrial,Iluminação,542,4,404.08,694.46
Bloco de Concreto Refinada,Hidráulica,157,13,18.19,26.24
Brita Premium,Acabamento,766,279,330.13,547.64
Tijolo Residencial,Estrutura,787,498,43.99,63.79
Argamassa Premium,Elétrica,738,323,129.36,142.52
Bloco de Concreto Reforçada,Iluminação,440,435,362.35,728.56
Tinta Acrílica Industrial,Elétrica,761,303,143.8,166.74
Canos PVC Reforçada,Estrutura,952,215,258.03,359.83
Lâmpada LED Refinada,Iluminação,920,174,458.05,967.14
Prego Reforçada,Elétrica,949,315,29.57,60.09
Tomada Industrial,Estrutura,753,456,406.48,488.86
Areia Comum,Elétrica,753,2,37.31,75.52
Tinta Acrílica Residencial,Acabamento,251,374,67.76,162.81
Prego Industrial,Estrutura,711,136,64.06,77.15
Rejunte Residencial,Elétrica,911,465,497.08,836.07
Porta de Madeira Comercial,Acabamento,750,99,94.19,199.8
Rejunte Reforçada,Acabamento,75,82,448.9,913.43
Lâmpada LED Residencial,Estrutura,981,279,495.51,702.19
Parafuso Comercial,Hidráulica,387,131,194.97,258.98
Cimento Comum,Iluminação,397,392,317.37,697.56
Telha de Zinco Refinada,Estrutura,800,480,390.65,952.69
Telha Cerâmica Refinada,Acabamento,790,0,199.36,433.53
Telha Cerâmica Industrial,Acabamento,218,115,85.1,208.37
Bloco de Concreto Premium,Estrutura,424,498,219.71,427.77
Bloco de Concreto Industrial,Hidráulica,25,418,387.08,929.28
Telha Cerâmica Extra,Iluminação,306,201,391.48,809.04
Areia Industrial,Elétrica,995,139,119.12,282.6
Lâmpada LED Comercial,Estrutura,229,145,91.61,121.5
Parafuso Comum,Iluminação,778,461,460.68,1032.75
Tinta Acrílica Comercial,Iluminação,376,265,26.78,36.83
Parafuso Residencial,Acabamento,789,201,368.7,419.73
Parafuso Reforçada,Elétrica,238,401,27.98,51.05
Brita Refinada,Estrutura,640,151,419.76,648.76
Janela de Alumínio Extra,Acabamento,449,384,453.18,526.12
Fio Elétrico Residencial,Acabamento,699,221,152.22,376.35
Fio Elétrico Refinada,Hidráulica,541,78,41.6,84.57
Brita Residencial,Iluminação,459,199,242.94,573.95
Canos PVC Comercial,Estrutura,45,249,152.74,381.65
Porta de Madeira Premium,Estrutura,856,98,211.48,348.68
Tomada Refinada,Estrutura,431,465,334.17,486.76
Tinta Acrílica Refinada,Acabamento,927,488,108.86,147.77
Interruptor Comum,Hidráulica,629,399,181.69,330.91
Canos PVC Extra,Elétrica,198,212,392.37,764.54
Telha Cerâmica Comum,Acabamento,187,142,323.66,570.09
Canos PVC Premium,Elétrica,617,189,166.51,273.43
Janela de Alumínio Refinada,Hidráulica,324,388,333.83,445.86
Telha Cerâmica Residencial,Iluminação,29,300,383.83,659.65
Argamassa Extra,Estrutura,685,373,298.28,363.7
Cimento Reforçada,Elétrica,391,51,123.55,285.53
Madeira Serrada Refinada,Acabamento,618,454,5.12,5.97
Madeira Serrada Comercial,Elétrica,152,111,402.41,657.1
Fio Elétrico Premium,Iluminação,71,134,412.2,511.21
Telha de Zinco Comercial,Estrutura,251,410,350.31,765.42
Areia Reforçada,Elétrica,247,472,42.91,65.99
Tomada Comercial,Iluminação,140,469,294.69,370.82
Tijolo Refinada,Acabamento,614,111,411.41,758.68
Madeira Serrada Residencial,Hidráulica,612,12,197.89,471.53
Areia Residencial,Acabamento,654,272,103.01,244.35
Tijolo Comum,Estrutura,132,232,295.88,428.88
Rejunte Comum,Acabamento,449,43,414.02,872.56
Parafuso Industrial,Acabamento,936,396,29.19,33.35
Tomada Comum,Acabamento,351,473,300.49,386.01
Janela de Alumínio Reforçada,Acabamento,428,72,323.37,581.83
Tinta Acrílica Premium,Estrutura,639,260,303.17,430.58
Porta de Madeira Extra,Iluminação,464,230,326.77,724.63
Brita Comum,Elétrica,207,32,317.53,763.18
Argamassa Refinada,Hidráulica,291,387,69.55,76.93
Telha de Zinco Premium,Elétrica,895,475,121.29,172.97
Parafuso Premium,Elétrica,10,409,311.4,534.17
Telha de Zinco Residencial,Hidráulica,732,67,13.76,25.98
Telha Cerâmica Comercial,Estrutura,784,15,319.2,760.42
Interruptor Refinada,Hidráulica,941,484,334.37,785.31
Madeira Serrada Comum,Estrutura,341,149,123.39,245.8
Prego Comercial,Elétrica,221,291,301.08,439.68
Areia Comercial,Estrutura,96,101,269.37,591.7
Fio Elétrico Extra,Iluminação,674,185,134.04,185.47
Parafuso Refinada,Hidráulica,871,438,234.17,574.01
Tomada Premium,Iluminação,708,418,455.26,504.51
Tomada Reforçada,Elétrica,70,24,216.17,410.22
Lâmpada LED Premium,Hidráulica,806,71,316.77,387.65
Madeira Serrada Industrial,Elétrica,104,80,22.5,37.59
Telha de Zinco Industrial,Iluminação,795,60,43.51,86.54
Lâmpada LED Industrial,Elétrica,562,17,45.25,93.46
Argamassa Residencial,Hidráulica,156,241,390.23,858.43
Interruptor Industrial,Hidráulica,255,57,178.38,344.39
Prego Premium,Elétrica,653,331,117.67,170.84
Porta de Madeira Residencial,Hidráulica,970,376,374.93,879.19
Janela de Alumínio Comum,Hidráulica,306,56,89.13,199.25
Brita Industrial,Elétrica,132,96,127.01,168.17
Cimento Extra,Iluminação,664,214,218.31,492.75
Cimento Comercial,Hidráulica,703,318,169.06,416.18
Janela de Alumínio Residencial,Hidráulica,713,11,294.77,587.21
Cimento Industrial,Hidráulica,465,10,172.23,257.4
Canos PVC Residencial,Hidráulica,408,396,199.51,388.89
Brita Extra,Elétrica,728,162,432.13,682.57
Fio Elétrico Comercial,Iluminação,955,282,442.84,906.19
Telha de Zinco Comum,Iluminação,240,216,414.72,772.51
Bloco de Concreto Extra,Estrutura,543,359,433.09,1039.97
Lâmpada LED Comum,Hidráulica,411,322,287.02,564.01
Rejunte Industrial,Hidráulica,601,240,324.89,454.71
Interruptor Premium,Estrutura,139,344,280.8,593.94
Argamassa Reforçada,Iluminação,301,44,393.87,599.17
Canos PVC Comum,Acabamento,285,457,277.75,411.44
Madeira Serrada Premium,Acabamento,921,80,59.98,98.88
Parafuso Extra,Iluminação,844,254,405.74,453.13
Argamassa Comum,Hidráulica,385,66,381.49,937.24
Rejunte Premium,Acabamento,935,492,411.05,758.5
Tijolo Extra,Elétrica,64,405,99.26,216.67
Cimento Premium,Elétrica,587,101,139.45,203.74
Brita Comercial,Estrutura,748,461,151.4,324.79
Prego Comum,Iluminação,35,90,256.5,485.82
Rejunte Extra,Iluminação,450,41,71.27,120.72
Janela de Alumínio Comercial,Acabamento,774,275,195.76,481.36
Porta de Madeira Comum,Hidráulica,206,303,95.17,170.49
Areia Refinada,Iluminação,651,273,136.06,274.9
Tinta Acrílica Comum,Acabamento,252,383,354.66,397.74
Prego Refinada,Acabamento,833,76,428.13,651.63
Argamassa Industrial,Iluminação,733,233,16.34,38.3
Interruptor Extra,Acabamento,199,453,285.12,616.58
Prego Residencial,Estrutura,811,201,22.85,42.31
Interruptor Residencial,Estrutura,747,484,47.2,111.4
Areia Extra,Iluminação,767,220,354.02,630.41
Cimento Refinada,Hidráulica,577,261,369.13,698.8
Lâmpada LED Extra,Estrutura,576,38,407.92,666.95
Fio Elétrico Comum,Estrutura,285,10,239.75,471.84
Interruptor Comercial,Iluminação,827,111,430.6,665.97
Bloco de Concreto Comercial,Elétrica,418,408,87.58,143.6
Bloco de Concreto Residencial,Acabamento,349,107,128.61,315.46
Fio Elétrico Industrial,Estrutura,162,491,71.58,89.89
Rejunte Refinada,Elétrica,574,93,399.78,498.67
Canos PVC Refinada,Hidráulica,407,310,118.19,137.18
Telha de Zinco Reforçada,Elétrica,453,83,81.98,126.91
Areia Premium,Iluminação,632,57,313.44,519.53
Tinta Acrílica Reforçada,Hidráulica,436,292,43.16,53.19
Lâmpada LED Reforçada,Hidráulica,967,15,27.23,50.89
Argamassa Comercial,Elétrica,496,478,57.83,110.84
Canos PVC Industrial,Iluminação,213,476,5.12,11.02
Rejunte Comercial,Estrutura,121,325,350.01,863.25
Bloco de Concreto Comum,Elétrica,334,92,283.31,557.3
Cimento Residencial,Estrutura,968,479,108.89,136.8
Telha Cerâmica Reforçada,Elétrica,267,456,120.34,147.29
Brita Reforçada,Estrutura,959,164,406.43,889.5
Tijolo Comercial,Elétrica,537,436,253.4,509.45
Tomada Residencial,Hidráulica,960,214,350.77,465.36
Interruptor Reforçada,Acabamento,359,143,229.11,333.29
Madeira Serrada Extra,Hidráulica,948,273,122.67,263.78
Porta de Madeira Refinada,Estrutura,966,402,485.35,918.58
Porta de Madeira Industrial,Iluminação,687,427,285.0,546.92
Prego Extra,Hidráulica,822,385,69.84,97.36
Madeira Serrada Reforçada,Acabamento,903,441,206.01,408.04
Tinta Acrílica Extra,Estrutura,444,137,168.02,366.1
Telha Cerâmica Premium,Hidráulica,435,203,110.97,259.6
Janela de Alumínio Premium,Elétrica,289,301,467.05,995.47
Janela de Alumínio Industrial,Iluminação,380,209,441.06,841.07
Tijolo Reforçada,Estrutura,679,18,103.58,211.57
Fio Elétrico Reforçada,Hidráulica,942,293,179.31,319.02
Tijolo Premium,Estrutura,258,292,382.35,542.04
Telha de Zinco Extra,Elétrica,900,474,108.21,252.68
Tomada Extra,Acabamento,190,367,297.82,549.68
Porta de Madeira Reforçada,Hidráulica,712,461,351.4,678.92
Tijolo Industrial,Estrutura,660,300,328.72,817.25
Bloco de Concreto Refinada,Estrutura,87,372,354.67,879.23
Brita Premium,Estrutura,928,161,354.82,681.55
Tijolo Residencial,Acabamento,894,129,482.58,553.78
Argamassa Premium,Estrutura,345,43,176.52,292.07
Bloco de Concreto Reforçada,Iluminação,59,352,439.9,1061.13
Tinta Acrílica Industrial,Iluminação,94,82,15.79,23.74
Canos PVC Reforçada,Estrutura,704,379,147.66,369.0
Lâmpada LED Refinada,Iluminação,704,123,29.08,35.42
Prego Reforçada,Hidráulica,13,26,327.35,620.45
Tomada Industrial,Iluminação,959,303,54.89,99.99
Areia Comum,Estrutura,326,349,423.62,617.42
Tinta Acrílica Residencial,Elétrica,120,6,325.06,789.26
Prego Industrial,Hidráulica,343,410,19.26,37.88
Rejunte Residencial,Acabamento,860,340,358.81,510.34
Porta de Madeira Comercial,Estrutura,772,198,431.71,707.0
Rejunte Reforçada,Acabamento,142,111,332.25,700.95
Lâmpada LED Residencial,Elétrica,621,88,20.11,30.5
Parafuso Comercial,Acabamento,923,127,429.67,1001.75
Cimento Comum,Estrutura,693,229,367.57,489.58
Telha de Zinco Refinada,Estrutura,808,17,192.33,282.78
Telha Cerâmica Refinada,Elétrica,128,288,167.67,218.45
Telha Cerâmica Industrial,Estrutura,359,160,242.51,302.13
Bloco de Concreto Premium,Elétrica,926,351,434.22,660.21
Bloco de Concreto Industrial,Elétrica,696,377,129.77,324.28
Telha Cerâmica Extra,Estrutura,551,280,54.98,67.74
Areia Industrial,Iluminação,64,397,433.0,605.42
Lâmpada LED Comercial,Elétrica,370,421,18.01,26.66
Parafuso Comum,Estrutura,717,165,455.94,896.73
Tinta Acrílica Comercial,Iluminação,462,259,156.34,335.11
Parafuso Residencial,Elétrica,562,363,256.57,552.32
Parafuso Reforçada,Iluminação,694,189,70.49,78.39
Brita Refinada,Hidráulica,339,337,451.62,908.93
Janela de Alumínio Extra,Hidráulica,228,265,376.17,745.96
Fio Elétrico Residencial,Iluminação,217,290,462.46,843.86
Fio Elétrico Refinada,Elétrica,679,354,343.2,559.72
Brita Residencial,Estrutura,854,359,96.42,213.71
Canos PVC Comercial,Acabamento,749,278,157.59,249.22
Porta de Madeira Premium,Estrutura,94,216,245.99,349.8
Tomada Refinada,Acabamento,694,320,305.59,468.82
Tinta Acrílica Refinada,Acabamento,254,337,463.6,795.31
Interruptor Comum,Elétrica,881,206,195.06,273.02
Canos PVC Extra,Iluminação,694,152,353.02,688.6
Telha Cerâmica Comum,Estrutura,344,479,480.7,1123.83
Canos PVC Premium,Iluminação,221,180,80.43,155.52
Janela de Alumínio Refinada,Hidráulica,605,211,432.04,745.41
Telha Cerâmica Residencial,Elétrica,694,272,213.25,472.48
Argamassa Extra,Elétrica,192,440,367.55,789.22
Cimento Reforçada,Hidráulica,964,202,150.3,242.57
Madeira Serrada Refinada,Estrutura,142,204,170.32,331.41
Madeira Serrada Comercial,Hidráulica,901,472,18.43,39.1
Fio Elétrico Premium,Estrutura,809,403,485.85,701.4
Telha de Zinco Comercial,Acabamento,783,383,407.66,657.47
Areia Reforçada,Elétrica,359,152,51.49,64.26
Tomada Comercial,Estrutura,291,169,499.76,1240.78
Tijolo Refinada,Iluminação,302,428,304.49,371.55
Madeira Serrada Residencial,Iluminação,278,240,427.6,571.29
Areia Residencial,Elétrica,870,286,38.0,67.33
Tijolo Comum,Hidráulica,206,244,197.78,457.14
Rejunte Comum,Hidráulica,546,320,336.48,537.77
Parafuso Industrial,Estrutura,662,435,57.68,125.51
Tomada Comum,Hidráulica,993,79,247.01,505.49
Janela de Alumínio Reforçada,Elétrica,744,495,224.13,446.94
Tinta Acrílica Premium,Estrutura,29,91,111.94,255.56
Porta de Madeira Extra,Acabamento,768,148,153.63,172.04
Brita Comum,Hidráulica,849,29,483.72,1161.32
Argamassa Refinada,Hidráulica,965,122,147.88,334.34
Telha de Zinco Premium,Estrutura,722,386,110.65,267.0
Parafuso Premium,Iluminação,414,481,270.42,597.9
Telha de Zinco Residencial,Hidráulica,124,325,337.12,785.5
Telha Cerâmica Comercial,Elétrica,904,426,363.92,503.78
Interruptor Refinada,Hidráulica,710,28,378.35,585.28
Madeira Serrada Comum,Acabamento,989,258,23.23,35.8
Prego Comercial,Hidráulica,984,185,199.91,250.45
Areia Comercial,Iluminação,35,416,388.11,823.34
Fio Elétrico Extra,Hidráulica,575,74,452.9,584.53
Parafuso Refinada,Estrutura,691,44,303.09,355.68
Tomada Premium,Hidráulica,404,68,30.89,67.51
Tomada Reforçada,Iluminação,942,497,201.34,476.48
Lâmpada LED Premium,Estrutura,390,415,41.74,90.57
Madeira Serrada Industrial,Elétrica,532,366,375.53,847.01
Telha de Zinco Industrial,Estrutura,548,209,36.44,70.47
Lâmpada LED Industrial,Acabamento,871,238,96.94,227.12
Argamassa Residencial,Estrutura,92,339,211.39,379.53
Interruptor Industrial,Elétrica,811,307,234.01,581.2
Prego Premium,Hidráulica,559,191,206.21,256.69
Porta de Madeira Residencial,Estrutura,454,371,234.38,523.34
Janela de Alumínio Comum,Estrutura,96,102,358.05,715.36
Brita Industrial,Estrutura,958,240,187.79,359.22
Cimento Extra,Estrutura,842,252,276.14,584.35
Cimento Comercial,Elétrica,396,423,155.17,353.23
Janela de Alumínio Residencial,Iluminação,972,219,180.05,415.56
Cimento Industrial,Iluminação,677,396,308.83,415.54
Canos PVC Residencial,Estrutura,407,473,247.79,340.92
Brita Extra,Elétrica,829,335,362.9,407.4
Fio Elétrico Comercial,Elétrica,295,216,282.47,362.86
Telha de Zinco Comum,Estrutura,707,201,402.77,591.84
Bloco de Concreto Extra,Acabamento,703,28,224.49,473.55
Lâmpada LED Comum,Estrutura,974,493,248.06,438.09
Rejunte Industrial,Acabamento,378,446,336.64,727.5
Interruptor Premium,Estrutura,664,485,114.52,203.98
Argamassa Reforçada,Acabamento,431,211,196.04,368.13
Canos PVC Comum,Acabamento,727,153,314.3,394.6
Madeira Serrada Premium,Estrutura,663,479,19.29,42.19
Parafuso Extra,Acabamento,706,230,221.3,478.31
Argamassa Comum,Hidráulica,452,101,301.43,461.36
Rejunte Premium,Iluminação,762,314,483.85,754.81
Tijolo Extra,Elétrica,529,176,439.12,618.09
Cimento Premium,Acabamento,593,180,143.97,322.4
Brita Comercial,Acabamento,924,471,256.07,549.48
Prego Comum,Elétrica,297,414,32.93,64.31
Rejunte Extra,Acabamento,104,231,124.17,178.1
Janela de Alumínio Comercial,Elétrica,678,11,388.55,520.89
Porta de Madeira Comum,Estrutura,50,185,66.04,77.29
Areia Refinada,Hidráulica,340,248,132.56,154.28
Tinta Acrílica Comum,Hidráulica,822,419,472.3,643.27
Prego Refinada,Iluminação,790,265,412.81,512.19
Argamassa Industrial,Acabamento,164,389,392.0,736.39
Interruptor Extra,Iluminação,513,134,432.96,693.31
Prego Residencial,Estrutura,284,244,376.05,647.91
Interruptor Residencial,Hidráulica,675,30,64.69,124.96
Areia Extra,Estrutura,574,346,260.7,527.33
Cimento Refinada,Estrutura,188,455,224.9,451.48
Lâmpada LED Extra,Acabamento,942,258,159.02,233.0
Fio Elétrico Comum,Estrutura,761,103,417.85,933.26
Interruptor Comercial,Hidráulica,146,430,234.75,559.83
Bloco de Concreto Comercial,Iluminação,776,381,34.85,53.75
Bloco de Concreto Residencial,Hidráulica,997,468,141.11,158.59
Fio Elétrico Industrial,Acabamento,745,0,118.17,278.74
Rejunte Refinada,Hidráulica,189,428,444.3,1063.2
Canos PVC Refinada,Elétrica,191,437,325.48,381.24
Telha de Zinco Reforçada,Iluminação,268,433,282.39,312.59
Areia Premium,Elétrica,252,206,255.79,573.73
Tinta Acrílica Reforçada,Elétrica,105,134,326.81,497.42
Lâmpada LED Reforçada,Acabamento,206,446,378.66,901.37
Argamassa Comercial,Estrutura,913,270,279.42,392.15
Canos PVC Industrial,Elétrica,535,88,469.45,1082.37
Rejunte Comercial,Hidráulica,641,194,488.53,584.33
Bloco de Concreto Comum,Estrutura,396,413,497.69,729.06
Cimento Residencial,Hidráulica,417,121,336.35,828.22
Telha Cerâmica Reforçada,Hidráulica,278,461,466.65,664.36
Brita Reforçada,Estrutura,180,115,205.22,263.96
Tijolo Comercial,Estrutura,934,195,430.5,990.1
Tomada Residencial,Hidráulica,593,35,455.04,575.59
Interruptor Reforçada,Acabamento,700,66,452.55,559.55
Madeira Serrada Extra,Iluminação,179,132,416.27,646.38
Porta de Madeira Refinada,Iluminação,168,280,206.27,410.37
Porta de Madeira Industrial,Acabamento,518,478,83.66,175.27
Prego Extra,Estrutura,456,10,170.31,397.46
Madeira Serrada Reforçada,Hidráulica,675,455,384.81,714.7
Tinta Acrílica Extra,Iluminação,923,217,120.28,198.56
Telha Cerâmica Premium,Hidráulica,91,321,241.74,387.36
Janela de Alumínio Premium,Acabamento,66,155,284.87,651.12
Janela de Alumínio Industrial,Hidráulica,528,239,303.91,642.27
Tijolo Reforçada,Acabamento,121,59,468.18,1108.46
Fio Elétrico Reforçada,Estrutura,57,137,332.44,814.36
Tijolo Premium,Acabamento,601,49,394.22,599.24
Telha de Zinco Extra,Acabamento,896,166,293.03,539.63
Tomada Extra,Iluminação,385,164,417.62,828.79
Porta de Madeira Reforçada,Hidráulica,837,318,135.51,180.15
Tijolo Industrial,Iluminação,42,188,108.89,127.91
Bloco de Concreto Refinada,Elétrica,513,486,463.53,1073.01
Brita Premium,Acabamento,636,468,348.27,644.21
Tijolo Residencial,Elétrica,905,91,337.41,640.77
Argamassa Premium,Iluminação,12,293,236.31,443.53
Bloco de Concreto Reforçada,Hidráulica,495,375,191.47,412.99
Tinta Acrílica Industrial,Iluminação,525,288,280.07,365.13
Canos PVC Reforçada,Hidráulica,877,74,64.68,126.75
Lâmpada LED Refinada,Hidráulica,781,44,230.08,404.31
Prego Reforçada,Estrutura,51,427,230.41,542.79
Tomada Industrial,Acabamento,18,384,271.48,496.12
Areia Comum,Iluminação,828,52,319.17,772.43
Tinta Acrílica Residencial,Hidráulica,666,174,478.87,763.58
Prego Industrial,Iluminação,922,160,327.82,804.36
Rejunte Residencial,Iluminação,618,66,442.44,1028.77
Porta de Madeira Comercial,Hidráulica,797,473,280.37,537.74
Rejunte Reforçada,Elétrica,151,398,315.33,503.01
Lâmpada LED Residencial,Acabamento,799,360,39.57,64.35
Parafuso Comercial,Acabamento,445,269,70.97,154.85
Cimento Comum,Estrutura,36,406,291.94,558.45
Telha de Zinco Refinada,Estrutura,52,123,200.88,333.91
Telha Cerâmica Refinada,Estrutura,140,181,400.41,797.01
Telha Cerâmica Industrial,Acabamento,225,375,273.87,582.39
Bloco de Concreto Premium,Elétrica,615,391,441.73,500.07
Bloco de Concreto Industrial,Acabamento,529,181,486.3,596.11
Telha Cerâmica Extra,Acabamento,607,35,78.08,96.22
Areia Industrial,Acabamento,354,211,200.44,285.57
Lâmpada LED Comercial,Acabamento,517,383,334.17,567.35
Parafuso Comum,Elétrica,659,435,156.22,347.61
Tinta Acrílica Comercial,Estrutura,890,133,137.18,218.33
Parafuso Residencial,Iluminação,422,352,407.8,458.56
Parafuso Reforçada,Estrutura,945,411,490.29,871.1
Brita Refinada,Estrutura,255,177,388.03,968.24
Janela de Alumínio Extra,Iluminação,458,165,264.22,419.75
Fio Elétrico Residencial,Acabamento,30,413,224.04,547.95
Fio Elétrico Refinada,Elétrica,417,493,272.13,337.95
Brita Residencial,Elétrica,466,490,234.11,314.26
Canos PVC Comercial,Estrutura,453,336,253.93,536.75
Porta de Madeira Premium,Iluminação,931,328,105.71,190.46
Tomada Refinada,Hidráulica,274,475,452.35,982.13
Tinta Acrílica Refinada,Acabamento,669,437,378.49,873.93
Interruptor Comum,Estrutura,193,326,342.08,496.54
Canos PVC Extra,Elétrica,236,45,475.21,977.01
Telha Cerâmica Comum,Iluminação,813,155,145.78,284.36
Canos PVC Premium,Iluminação,557,400,45.17,104.17
Janela de Alumínio Refinada,Estrutura,255,487,413.94,704.59
Telha Cerâmica Residencial,Hidráulica,82,431,499.22,585.39
Argamassa Extra,Elétrica,159,427,291.32,554.63
